Id,Label,Category'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
'Culex nigripalpusWest virus','Culex nigripalpus','West virus','hasHost'
